date,APMOLLER_B,APMOLLER_A,INDUSTRIVARDEN_A,INDUSTRIVARDEN_C,INVESTOR_B,INVESTOR_A,SVENSKAHANDBKN_A,SVENSKAHANDBKN_B,VOLVO_B,VOLVO_A,VW_PREF,VW,HYUNDAI,HYUNDAI_PREF,STORAENSO_R,STORAENSO_A
08.09.2004,972.16,1156.58,367.23,68.36,184.06,520.21,617.49,147.56,653.62,622.63,198.02,1277.31,1.95,0.13,581.42,434.37
09.09.2004,982.06,1168.55,367.22,68.33,183.52,516.94,615.66,147.61,649.84,618.8,199.28,1290.6,1.97,0.14,580.58,435.76
10.09.2004,1003.93,1194.89,372.99,69.15,186.94,528.37,623.04,148.38,651.38,621.27,203.79,1321.48,2.04,0.15,586.82,444.5
13.09.2004,1001.9,1200.88,375.4,69.67,186.12,526.03,626.47,150.21,667.17,635.77,207.63,1352.07,2.1,0.15,582.13,442.59
14.09.2004,1007.05,1207.1,377.91,69.61,186.68,527.64,626.31,150.17,666.7,635.23,207.35,1352.1,2.11,0.15,577.88,445.95
15.09.2004,1000.51,1202.1,373.75,69.13,184.57,518.25,611.1,146.02,654.55,621.13,201.28,1302.42,2.21,0.15,566.12,433.02
16.09.2004,1004.43,1209.64,371.43,68.66,185.35,522.18,609.64,146.65,645.32,616.85,203.15,1308.47,2.17,0.15,570.11,424.76
17.09.2004,1011.05,1212.16,372.96,68.94,187.32,529.51,612.16,147.25,636.86,604.7,200.88,1297.27,2.18,0.15,575.65,429.68
20.09.2004,1005.26,1205.12,373.8,69.64,185.93,525.52,611.49,146.1,642.01,610.98,202.85,1291.45,2.21,0.15,577.54,429.08
21.09.2004,1023.29,1232.48,380.49,70.38,189.12,532.84,617.97,147.65,655.08,623.65,205.09,1308.88,2.14,0.15,585.35,435.29
22.09.2004,1019.54,1225.15,379.62,70.22,189.3,531.61,618.62,147.31,647.33,616.03,203.46,1281.78,2.08,0.15,581.87,435.12
23.09.2004,1019.75,1222.55,382.25,70.98,190.61,535.29,616.65,147.83,641.74,610.33,203.22,1274.81,2.06,0.14,584.03,439.18
24.09.2004,1030.96,1239.04,380.75,70.7,189.25,531.45,616.31,147.25,636.72,606.7,201.84,1275.04,2.06,0.14,581.03,436.93
27.09.2004,1031.3,1236.61,381.48,70.56,185.93,525.47,613.34,146.53,634.18,600.41,202,1256.92,2.06,0.14,578.72,436.45
28.09.2004,1032.18,1240.45,377.45,70.3,186.58,523.8,615.53,147.05,639.32,609.22,200.13,1264.4,2.06,0.14,586.48,436.94
29.09.2004,1043.81,1254.62,385.05,71.27,190.64,540.64,637.58,152.37,649.39,619.14,200.61,1272.67,2.06,0.14,599.67,447.16
30.09.2004,1061.94,1270.93,389.93,72.75,192.37,545.56,641.28,153.76,652.76,622.26,201.88,1264.44,2.06,0.14,599.89,449.79
01.10.2004,1066.78,1285.3,399.78,74.74,197.42,556.43,652.07,155.35,665.75,633.85,203.85,1280.96,2.17,0.15,615.68,461.94
04.10.2004,1066.67,1282.54,399.62,74.79,194.04,548.61,649.14,155.17,672.68,641.07,204.28,1293.78,2.3,0.16,607.41,461.41
05.10.2004,1073.07,1293.07,403.22,75.48,196.35,555.18,654.84,156.54,689.03,655.87,204.95,1296.16,2.36,0.16,603.11,448.9
06.10.2004,1077.24,1292.56,401.76,75.46,195.69,549.79,652.61,156.5,680.06,648.24,214.56,1389.01,2.29,0.16,613.35,448.8
07.10.2004,1084.82,1310.19,402.07,75.54,195.79,550.09,646.72,155.59,673.23,640.3,214.33,1382.89,2.33,0.16,605.35,458.27
08.10.2004,1084.93,1313.02,408.08,76.71,196.75,554.54,654.06,156.85,676.15,644.24,220.1,1389.42,2.33,0.16,618.4,465.19
11.10.2004,1088.89,1309.44,407.59,76.61,195.9,553.88,655.37,156.66,680.4,645.97,215.44,1371.18,2.3,0.15,623.22,453.65
12.10.2004,1084.93,1313.09,405.97,76.33,193.24,546.32,644.33,154.01,667.89,636.27,211.44,1348.97,2.22,0.15,615.75,451.8
13.10.2004,1079.07,1300.42,405.96,75.25,193.2,544.47,646.3,154.49,666.88,634.12,217.1,1370.71,2.26,0.15,619.14,450.29
14.10.2004,1080.99,1316.68,409.13,76.94,193.47,548.71,651.33,156.2,661.99,629.07,221.16,1395,2.3,0.15,620,468.42
15.10.2004,1077.02,1300.5,416.07,77.74,194.17,547.15,653.68,155.74,669.05,638.39,225.05,1425.48,2.26,0.15,621.09,463.11
18.10.2004,1068.48,1292.91,423.33,78.62,195.59,549.4,654.26,156.89,670.53,641.02,228.03,1431.73,2.27,0.15,620.14,464.47
19.10.2004,1070.75,1301.36,423.32,78.62,199.32,561.83,652.13,156.38,675.6,642.26,234.32,1454.35,2.32,0.16,631.24,475.2
20.10.2004,1047.86,1267.74,422.74,79.01,200.4,563.05,659.83,157.71,686.52,654.12,235.68,1462.4,2.22,0.15,616.61,464.36
21.10.2004,1050.61,1265.35,424.67,78.29,201.87,569.05,656.36,156.88,671,638.81,231.91,1440.38,2.17,0.15,626.29,457.82
22.10.2004,1076.24,1293.68,419.71,77.56,200.92,566.33,659.48,158.14,677.16,646.14,233.84,1409.36,2.09,0.15,642.02,483.69
25.10.2004,1064.78,1285.32,421.11,78.03,198.54,559.42,659.73,159.23,668.05,639.37,232.25,1417.06,2.02,0.15,635.75,485
26.10.2004,1045.61,1261.98,424.4,78.09,201.33,567.38,664.83,158.37,680.17,647.38,236.02,1433.78,2.09,0.15,635.14,478.22
27.10.2004,1047.73,1267.46,430.62,79.62,202.86,569.89,665.63,159.61,698.01,665.02,237.37,1445.96,2.09,0.15,627.58,478.07
28.10.2004,1037.88,1255.49,427.88,79.12,200.3,564.46,667.87,159.11,694.88,664.66,239.06,1460.79,2.14,0.15,617.91,468.75
29.10.2004,1020.45,1228.48,424.56,78.46,200.07,563.81,660.64,159.45,697.98,667.75,236.9,1461.2,2.17,0.15,631.88,472.41
01.11.2004,1045.88,1259.44,428.3,78.62,203.04,570.45,670.67,160.31,708.58,676.9,241.13,1482.88,2.16,0.15,638.18,475.42
02.11.2004,1037.38,1257.79,431.55,78.75,205.07,578.11,671.22,160.45,705.92,674.41,243.56,1510.16,2.21,0.16,637.02,474.97
03.11.2004,1057.65,1279.52,438.05,80.56,209.36,590.29,679.06,162.85,710.59,678.82,240.66,1476.67,2.26,0.16,642.66,476.21
04.11.2004,1061.94,1287.62,438.05,79.96,209.4,588.56,683.44,163.38,719.46,686.23,239.91,1473.41,2.24,0.16,645.63,485.64
05.11.2004,1081.19,1311.05,444.56,81.26,211.7,596.95,693.37,165.78,726.01,691.37,242.84,1493.71,2.27,0.16,644.79,483.75
08.11.2004,1082.13,1306.3,445.75,81.48,211.63,596.72,686.52,164.12,731.91,699.74,243.09,1496.89,2.22,0.16,638.66,483.05
09.11.2004,1079.11,1305.59,443.8,81.41,211.34,594.11,687.86,165.49,726.09,692.79,242.41,1498.23,2.21,0.16,638.02,476.59
10.11.2004,1077.08,1306.04,447.93,82.48,214.56,605.06,700.76,167.55,735.76,702.21,244.84,1509.15,2.18,0.15,651.33,482.22
11.11.2004,1087.29,1321.42,450.83,82.46,217.2,614.42,698.66,167.04,736.84,704.5,245.87,1518.95,2.19,0.15,656.55,490.79
12.11.2004,1087.93,1319.25,458.83,83.71,220.91,621.24,710.93,170.52,744.13,710.19,245.91,1519.49,2.26,0.16,664.17,496.04
15.11.2004,1088.61,1320.08,464.18,84.78,223.34,628.18,705.83,169.29,751.08,718.34,244.36,1511.23,2.26,0.16,660.06,495.55
16.11.2004,1096.41,1332.51,464,84.71,222.65,628.03,701.11,167.61,747.78,713.68,241.02,1487.74,2.21,0.16,656.75,486.67
17.11.2004,1114.96,1346.21,473.08,86.24,226.08,635.94,717.13,170.4,756.34,722.13,244.49,1500.39,2.24,0.16,668.95,494.44
18.11.2004,1114.53,1339.82,469.57,86.72,226.44,637.01,711.79,170.19,754.05,717.25,243.82,1496.28,2.2,0.16,663.08,493.95
19.11.2004,1118.2,1347.16,469.78,86.12,222.69,624.36,712.1,171.33,755.06,720.72,244.16,1489.25,2.22,0.16,666.63,497.89
22.11.2004,1104.57,1327.62,464.15,84.71,221.45,622.71,710.22,170.34,743.65,708.17,243.09,1483.17,2.18,0.16,660.62,489.11
23.11.2004,1120.72,1353.17,470.24,85.32,224.23,632.5,719.51,172.58,746.36,712.08,242.29,1466.76,2.23,0.16,668.13,501.17
24.11.2004,1141.67,1378.62,469,84.97,222.47,627.41,733.47,174.85,741.54,705.7,241.97,1472.7,2.28,0.16,678.83,500.89
25.11.2004,1133.94,1378.15,473.2,87.27,225.09,642.5,749.04,178.59,751.3,716.55,243.13,1490.25,2.29,0.16,701.12,529.69
26.11.2004,1135.76,1371.33,468.62,86.62,227.11,640.58,758.11,181.32,752.17,715.97,243.11,1494.74,2.24,0.16,694.56,525.25
29.11.2004,1137.91,1373.92,473.08,87.5,228.49,646.42,753.61,180.23,758.64,720.92,243.98,1495.5,2.18,0.16,705.95,530.24
30.11.2004,1133.3,1374.34,472.72,87.45,224.24,636.21,746.1,178.43,754.29,719.45,243.37,1480.63,2.2,0.15,709.11,526.44
01.12.2004,1156.79,1387.84,482.55,89.12,228.67,645.02,763.37,182.59,752.87,716.64,246.32,1495.55,2.18,0.16,699.92,531.47
02.12.2004,1158.65,1393.18,479.01,88.17,228.33,644.1,757.78,181.26,751.45,715.44,247.13,1498.5,2.2,0.16,686.84,512.51
03.12.2004,1152.49,1385.54,483.3,89.51,227.07,642.33,760.16,182.91,740.73,705.77,247.01,1512.01,2.21,0.16,686.09,514.17
06.12.2004,1152.53,1394.65,484.14,89.95,228.86,643.52,759.26,181.58,751.32,717.49,246.37,1500.31,2.23,0.16,689,516.36
07.12.2004,1147.49,1376.31,483.96,89.92,235.58,662.71,768.19,183.74,757.99,721.35,244.59,1498.16,2.17,0.16,692.6,515.93
08.12.2004,1111.21,1332.38,478.04,87.69,226.53,638.99,758.49,180.89,740.38,707.24,244.13,1502.56,2.17,0.16,674.33,503.65
09.12.2004,1088.13,1310.32,471.87,87.05,225.75,632.97,749.1,178.62,733.2,697.45,242,1489.3,2.14,0.16,676.81,499.8
10.12.2004,1073.02,1288.93,470.36,86.77,226.36,638.54,755.7,180.22,729.51,693.88,241.93,1464.38,2.1,0.15,684.95,504.56
13.12.2004,1096.5,1317.44,481.56,88.64,229.54,649.45,773.19,184.42,740.35,705.66,243.21,1488.04,2.15,0.15,677.64,513.13
14.12.2004,1092.4,1309.46,479.68,88.59,226.64,639.27,763.36,182.05,736.08,701.54,243.94,1473.35,2.21,0.15,679.87,514.79
15.12.2004,1108.73,1329.12,482.61,89.11,227.39,637.48,772.71,183.74,751.17,714.86,244.49,1495.78,2.24,0.16,679.21,507.75
16.12.2004,1082.99,1307.03,482.48,88.26,225.22,635.22,765.34,183.08,728.97,691.8,243.5,1484.21,2.25,0.16,672.37,502.19
17.12.2004,1070.46,1288.79,480.17,88.71,220.17,620.82,757.26,182.22,716.81,682.52,241.44,1463.6,2.26,0.16,666.62,504.91
20.12.2004,1087.67,1312.63,494.59,91.19,226.7,637.43,772.69,184.28,720.15,685.44,241.76,1466.43,2.27,0.16,684.46,510.76
21.12.2004,1118.92,1353.77,497.73,90.67,226.74,639.52,770.52,184.87,721.51,688.3,241.46,1473.53,2.26,0.16,691.72,513.95
22.12.2004,1135.41,1364.72,502.07,92.18,227.33,645.06,779.34,185.9,739.71,706.41,245.34,1500.66,2.24,0.16,691.1,515.25
23.12.2004,1147.37,1382.2,514.35,94.29,229.49,651.18,793.55,190.97,743.13,709.63,244.77,1502.16,2.25,0.16,695.31,523.74
24.12.2004,1150.09,1385.48,517.42,94.85,230.85,655.06,798.28,192.11,747.56,713.86,245.4,1506.04,2.28,0.16,697.1,525.1
27.12.2004,1152.01,1387.73,517.41,94.18,230.16,653.06,802.96,192.12,746.36,709.74,246.13,1508.73,2.24,0.16,701.46,526.13
28.12.2004,1140.31,1373.5,512.29,93.74,231.96,654.29,797.52,190.81,749.17,715.24,246.78,1497.56,2.23,0.16,681.72,511.89
29.12.2004,1147.18,1384.96,513.33,94.27,231.06,651.73,799.09,190.63,740.08,706.27,244.96,1486.31,2.35,0.17,677.25,514.39
30.12.2004,1147.98,1388.99,515.95,94.19,230.87,658.99,800.75,192.15,736.67,701.53,247.26,1496.04,2.43,0.17,681.85,519.65
31.12.2004,1144.92,1385.29,513.52,93.75,229.79,655.89,796.98,191.24,733.2,698.23,246.59,1491.93,2.45,0.17,679.98,518.22
03.01.2005,1149.5,1397.07,511.97,93.8,231.79,653.9,794.51,190.1,730.21,694.07,247.4,1512.56,2.44,0.17,678.21,510.12
04.01.2005,1132.71,1370.62,505.74,92.41,229.63,647.85,780.26,186.15,717.11,682.96,249.51,1520.27,2.41,0.17,670.88,493.63
05.01.2005,1113.23,1352.93,498.8,91.01,228.51,644.66,769.72,184.15,710.97,676.86,249.21,1526.72,2.39,0.17,664.17,503.98
06.01.2005,1123.99,1363.07,493.27,90,225.97,637.5,761.18,182.1,703.08,669.34,255.55,1559.46,2.31,0.17,658.99,500.05
07.01.2005,1125.42,1367.83,493.7,90.45,226.78,639.87,757.33,181.19,717.48,685.14,256.71,1543.4,2.37,0.17,648.11,489.28
10.01.2005,1124.75,1367,499.77,91.06,231.49,655.14,775.45,186.09,723.97,692.8,261.34,1560.28,2.38,0.18,651.66,487.62
11.01.2005,1117.28,1357.89,496.29,90.87,233.28,656.45,765.82,183.76,725.53,694.15,256.11,1550.86,2.4,0.18,659.67,494.89
12.01.2005,1121.33,1362.79,494.99,91.15,232.09,658.69,759.41,182.2,712.46,682.41,256.17,1553.15,2.36,0.18,663.46,500.39
13.01.2005,1129.01,1369.17,492.06,90.31,228.74,645.38,754.92,181.66,723.08,694.39,254.18,1538.27,2.4,0.18,662.84,492.48
14.01.2005,1122.27,1363.98,497.71,89.48,225.98,637.57,750.17,179.99,729.78,699.9,254.43,1524.8,2.44,0.18,660.9,499.68
17.01.2005,1128.57,1365.72,496.08,90.33,227.86,641.08,743.27,178.32,733.54,700.98,253.25,1517.96,2.55,0.19,667.91,493.66
18.01.2005,1125.85,1362.45,493.11,89.17,225.21,631.67,736.58,176.18,725.96,692.23,256.04,1539.66,2.54,0.19,657.31,497.83
19.01.2005,1129.2,1366.52,493.84,90.18,225.54,638.19,746.5,179.11,721.7,689.3,257.69,1540.07,2.57,0.19,659.59,488.34
20.01.2005,1112.31,1346.01,484.67,88.11,220.75,622.72,739.18,177.35,711.43,681.94,255.8,1530.5,2.59,0.19,639.96,484.45
21.01.2005,1113.67,1350.58,483.33,87.81,220.81,622.85,728.34,175.26,719.02,688.06,255.07,1526.47,2.59,0.19,646.25,488.73
24.01.2005,1117.56,1349.39,475.33,87.06,219.18,620.04,724.98,174.44,712.07,678.51,254.6,1525.31,2.6,0.19,649.06,482.24
25.01.2005,1112.44,1346.17,475.44,87.16,221.11,623.76,725.13,175.01,711.06,679.05,257.89,1535.19,2.63,0.19,636.69,476.89
26.01.2005,1129.71,1364.15,479.8,88.54,222.49,627.62,722.96,173.96,725.57,693.18,258.15,1553.14,2.64,0.19,628.43,474.66
27.01.2005,1134.2,1369.65,472.11,86.73,224.84,636.21,715.68,171.67,753.17,719.29,254.79,1534.18,2.59,0.19,638.41,473.45
28.01.2005,1131.63,1372.46,468.96,86.42,223.38,632.07,713.1,170.53,735.91,703.61,255.75,1534.95,2.57,0.19,622.51,479.67
31.01.2005,1136.46,1372.4,471.15,86.85,225.68,636.77,725.19,174.5,750.32,715.22,263.72,1581.05,2.59,0.19,639.43,475.93
01.02.2005,1150.88,1390,474.04,87.43,227.62,642.32,733.96,175.56,745.04,711.3,270.82,1598.87,2.5,0.18,641.44,474.43
02.02.2005,1155.34,1395.41,475.4,87.97,233.46,657.12,740.47,176.59,744.53,709.4,264.54,1582.94,2.47,0.18,646.27,484.46
03.02.2005,1169.99,1404.51,469.33,86.8,231.24,650.85,728.93,174.88,750.05,715.05,261.41,1552.04,2.5,0.19,622.8,470.41
04.02.2005,1178.52,1417.85,469.16,87.06,234.38,657.97,730.84,175.34,768.23,733.06,261.55,1554.89,2.54,0.19,617.64,465.71
07.02.2005,1168.64,1405.97,473.43,87.41,237.35,664.74,724.2,173.75,775.61,740.61,264.61,1574.41,2.58,0.19,630.53,478.21
08.02.2005,1170.29,1410.96,476.81,88.13,235.58,663.36,718.57,173.43,770.59,737.06,261.74,1559.7,2.58,0.19,634.88,478.02
09.02.2005,1169.71,1410.23,478.53,88.45,240.89,678.49,725.49,174.58,785.11,747.47,262.44,1558.82,2.58,0.19,637.03,476.25
10.02.2005,1179.06,1424.43,478.17,88.05,237.66,671.05,731.43,176.01,769.53,731.89,264.83,1569.22,2.55,0.19,640.42,483.05
11.02.2005,1187.05,1428.33,480.19,89.05,239.16,673.53,745.33,178.84,790.44,756.52,266.22,1580.84,2.49,0.19,647.06,481.18
14.02.2005,1199.88,1437.96,485.99,89.85,242.63,683.33,745.54,179.41,802.9,768.63,274.96,1638.63,2.51,0.19,645.17,482.77
15.02.2005,1226.92,1473.83,489.31,89.94,245.43,691.33,752.79,181.16,807.6,771.95,274.15,1631.27,2.54,0.19,653.36,490.14
16.02.2005,1218.79,1463.9,483.62,89.66,244.82,691.43,744.14,178.02,806.39,769.43,269.42,1616.77,2.52,0.2,657.69,484.79
17.02.2005,1233.51,1478.75,485.72,89.47,247.83,698.13,749.56,180.38,829.8,795.12,272.32,1631.39,2.48,0.19,658.81,498.11
18.02.2005,1240.88,1493.65,487.06,89.45,245.83,688.73,745.01,179.28,813.7,776.55,272.33,1628.85,2.53,0.2,669.27,494.67
21.02.2005,1253.71,1509.27,482.4,88.8,250.85,704.92,751.1,181.28,819.79,782.6,274.71,1632.34,2.57,0.2,663.83,496.24
22.02.2005,1275.63,1532.75,489.23,90.06,251.78,711.15,746.15,179.01,824.67,785.69,275.1,1629.64,2.62,0.2,672.58,505.83
23.02.2005,1255.81,1511.66,486.4,89.51,246.48,694.18,735.16,176.9,841.13,803.4,270.13,1608.44,2.54,0.2,669.42,505.21
24.02.2005,1298.82,1558.03,486.06,90.61,248.37,699.54,741.32,177.31,847.12,806.6,268.69,1600.19,2.59,0.2,669.97,505.62
25.02.2005,1299.78,1559.23,488.75,90.27,252.18,710.45,740.96,178.3,846.71,808.86,269.86,1609.71,2.57,0.2,673.33,500.71
28.02.2005,1305.21,1562.68,486.82,90.11,255.56,718.11,749.23,180.29,852.23,814.1,271.36,1627.28,2.63,0.2,677.57,505.18
01.03.2005,1316.52,1570.64,494.31,91.07,256.73,719.64,744.94,179.79,843.32,802.77,274.07,1637.41,2.64,0.2,677.21,500.55
02.03.2005,1319.01,1579.81,485.63,89.69,255.14,717.09,738.44,177.69,837.3,799.74,273.76,1628.57,2.62,0.21,675.3,505.64
03.03.2005,1344.55,1604.94,492.72,91.07,260.5,734.19,735.88,177.07,851.35,810.83,272.18,1613.79,2.64,0.21,688.22,510.92
04.03.2005,1376.29,1637.3,497.04,91.87,268.74,759.52,744.57,178.62,875.07,834.03,274.61,1628.19,2.61,0.21,706.12,523.78
07.03.2005,1407.57,1678.55,496.75,91.55,269.11,760.59,744.17,179.07,865.22,823.05,272.99,1619.76,2.63,0.21,690.92,518.15
08.03.2005,1386.42,1658.44,499.41,92.89,266.16,750.18,754.87,181.65,869.58,828.34,272.75,1598.41,2.63,0.21,686.61,511.03
09.03.2005,1375.43,1645.01,499.04,92.22,265.96,749.62,758.82,182.06,873.02,829.07,272.06,1596.24,2.6,0.21,685,509.84
10.03.2005,1342.99,1608.43,493.85,91.16,262.36,739.33,755.46,182.33,862.06,818.17,273.27,1604.38,2.59,0.21,681,512.62
11.03.2005,1355.49,1626.61,496.14,92.19,264.25,744.68,768.06,184.28,875.67,834.2,271.59,1603.67,2.62,0.21,687.7,513.18
14.03.2005,1348.93,1606.66,496.21,91.97,260.59,736.22,754.53,181.57,892.44,848.39,267.33,1585.16,2.65,0.21,676.04,505.82
15.03.2005,1362.84,1635.82,495.39,92.14,261.36,738.47,753.27,180.72,889.65,845.79,268.13,1578.69,2.59,0.21,681.37,500.1
16.03.2005,1362.24,1631.85,499.56,91.71,260.23,733.26,757.35,181.7,883.49,842.1,267.11,1566.5,2.59,0.2,673.65,509.38
17.03.2005,1347.23,1619.74,492.47,91.53,260.17,731.26,746.59,180.19,880.16,838.97,264.54,1547.53,2.52,0.2,672.96,496.9
18.03.2005,1350.3,1617.59,482.33,89.25,257.92,728.67,740.11,177.55,871.17,831.69,262.7,1545.95,2.46,0.2,678.3,503.97
21.03.2005,1354.36,1625.74,476.52,88.45,254.93,718.36,733.42,175.95,860.63,821.54,259.97,1542.54,2.45,0.2,667.15,496.12
22.03.2005,1358.93,1622.29,477.45,88.62,253.47,716.03,734.85,176.83,874.34,833.72,260.57,1560.19,2.48,0.2,654.14,490.36
23.03.2005,1324.58,1580.93,469.53,87.13,249.39,706.32,724.88,173.9,854.56,811.97,260.17,1560.3,2.51,0.19,653.91,481.11
24.03.2005,1319.83,1575.27,470.07,87.25,251.49,708.65,725.68,174.09,856.89,818.24,263.85,1566.23,2.48,0.19,655.76,491.43
25.03.2005,1319.83,1575.27,470.07,87.25,251.49,708.65,725.68,174.09,856.89,818.24,263.85,1566.23,2.53,0.2,655.76,491.43
28.03.2005,1310.59,1564.23,466.84,86.65,249.75,703.77,720.68,172.9,850.99,812.61,262,1555.23,2.58,0.2,651.15,487.98
29.03.2005,1292.86,1554.25,467.02,86.97,247.94,698.58,716.64,173.49,846.1,809.05,262.98,1544.2,2.53,0.2,645.96,489.45
30.03.2005,1280.86,1536.61,468.69,86.71,246.25,695.57,719.19,172.53,826.8,788.54,267.32,1562.8,2.47,0.19,651.38,487.73
31.03.2005,1293.79,1546.41,471.65,88.17,245.03,692.07,725.88,175.19,820.43,784.83,267.62,1570.63,2.47,0.19,650.64,490.76
01.04.2005,1302.27,1556.82,468.49,87.55,247.32,696.81,727.53,175.07,825.24,787.11,265.45,1554.83,2.54,0.2,639.87,478.27
04.04.2005,1305.37,1560.91,460.06,85.65,244.35,688.46,716.67,172.46,812.77,773.84,258.78,1523.81,2.5,0.19,627.85,468.87
05.04.2005,1325.79,1582.84,463.37,86.31,250.31,703.63,726.01,173.67,807.17,765.71,261.45,1521.26,2.5,0.19,633.88,471.15
06.04.2005,1353.33,1613.44,463.37,86.86,253.61,713.02,732.52,175.76,803.15,762.91,260.92,1522.6,2.56,0.2,650.48,481.29
07.04.2005,1359.05,1623.19,465.45,86.97,252.84,716.22,744.44,178.63,806.76,768.92,260.37,1514.89,2.59,0.2,662.12,492.6
08.04.2005,1357.96,1619.09,469.72,87.87,253.22,711.94,735.7,177.05,808.41,770.73,258.77,1515.95,2.6,0.19,661.64,500.19
11.04.2005,1362.52,1630.21,477.3,88.75,260.89,733.72,738.78,177.78,815.25,774.61,260.25,1511.23,2.59,0.19,663.2,493.4
12.04.2005,1356.85,1620.55,482.11,89.47,256.46,726.57,737.39,177.45,812.64,773.47,257.12,1496.07,2.57,0.2,655.77,490.53
13.04.2005,1372.43,1639.51,485.37,90.41,259.29,730.93,746.68,179.17,817.27,776.74,255.97,1491.77,2.59,0.2,660.66,491.51
14.04.2005,1338.97,1604.78,483.51,90.39,258.09,727.58,739.5,176.93,822.86,781.27,256.08,1482.21,2.51,0.2,642.43,479.71
15.04.2005,1300.97,1555.32,482.32,89.8,253.31,715.73,744.19,179.09,808.76,769.66,254.68,1455.02,2.49,0.19,634.79,478.05
18.04.2005,1299.57,1553.43,468.51,87.84,249.06,701.69,731.9,176.65,794.17,755.07,248.59,1430.44,2.45,0.19,631.61,473.93
19.04.2005,1305.61,1566.64,468.08,87.17,250.9,706.92,726.94,174.93,805.41,770.21,247.01,1420.99,2.49,0.19,635.76,477.47
20.04.2005,1336.03,1597.66,482.5,89.76,250.4,707.36,746.74,179.7,823.11,786.31,246.74,1423.58,2.47,0.19,640.32,476.38
21.04.2005,1340.58,1606.1,485.37,90.32,252.47,715.11,753.33,180.24,824.2,783.21,250.44,1449.24,2.49,0.19,619.93,466.62
22.04.2005,1337.7,1602.65,486.77,90,258.35,726.27,753.19,180.73,846.02,803.49,249.51,1440.96,2.47,0.19,625.25,463.37
25.04.2005,1349.36,1617.06,483.04,89.29,257.82,726.66,747.54,179.37,844.84,802.49,249.28,1450.48,2.51,0.19,617.39,456.64
26.04.2005,1352.19,1620.55,474.7,87.32,255.35,721.5,730.89,175.88,826.81,787.39,245.69,1430.23,2.48,0.19,620.65,463.52
27.04.2005,1301.89,1556.29,458.77,84.69,250.29,707.06,724.92,173.91,794.65,755.47,243.79,1420.73,2.47,0.19,613.73,461.5
28.04.2005,1265.52,1515.05,453.31,83.63,243.06,684.59,711.99,172.42,779.44,740.56,239.87,1396.91,2.42,0.19,618.56,464.19
29.04.2005,1231.22,1470.32,455.59,84.13,241.27,679.53,713.11,170.54,778.49,742.46,243.26,1414.72,2.47,0.19,612.92,456.44
02.05.2005,1241.41,1482.9,452.81,83.61,241.09,680.91,708.77,170.03,779.12,743.26,242.71,1419.99,2.43,0.19,616.07,457.45
03.05.2005,1251.15,1491.7,445.95,81.9,243.4,683.79,705.09,169.68,770.27,733.02,243.53,1417.05,2.39,0.19,610.65,458.74
04.05.2005,1262.66,1511.48,449.65,83.17,245.42,693.18,717.66,172.17,764.42,726.96,248.84,1451.9,2.42,0.19,601.93,449.6
05.05.2005,1261.06,1509.56,449.43,83.13,245.3,692.85,717.31,172.08,764.04,726.61,249.83,1452.73,2.42,0.19,601.18,449.04
06.05.2005,1257.13,1502.02,457.6,84.25,248.56,702.2,720.59,173.42,774.24,738.3,249.31,1467.07,2.42,0.19,610.48,466.99
09.05.2005,1255.41,1502.89,459.57,84.97,246.11,691.53,719.1,172.53,773.99,736.78,248.13,1462.2,2.39,0.19,613.69,460.54
10.05.2005,1320.84,1576.6,457.1,83.87,243.11,684.82,717.58,171.62,774.74,737.49,243.76,1448.44,2.39,0.19,608.44,454.87
11.05.2005,1318.88,1568.52,446.97,82.46,243.51,686.02,704.24,169.48,779.24,742.15,244.44,1445.62,2.36,0.19,601.87,449.54
12.05.2005,1289.39,1538.72,453.51,83.26,244.77,691.5,703.04,169.72,778.38,745.49,247.13,1457.96,2.34,0.19,598.29,447.73
13.05.2005,1261.32,1507.57,448.64,82.6,244.96,688.44,702.11,168.44,770.98,734.33,249.26,1469.66,2.36,0.19,596.91,445.82
16.05.2005,1258.82,1504.59,446.77,82.84,242.67,681.97,697.01,168.27,765.13,728.65,247.59,1463.31,2.33,0.19,600.4,447.11
17.05.2005,1252.6,1499.89,453.88,83.67,245.33,691.32,699.18,168.26,772.79,737.46,247.91,1466.77,2.36,0.19,606.19,459.68
18.05.2005,1276.46,1526.06,460.48,85.28,249.61,703.52,707.06,170.16,788.82,752,250.85,1495.72,2.42,0.19,622.8,465.08
19.05.2005,1264.99,1512.13,465.33,85.7,249.13,698.56,705.71,169.84,784.67,749.25,253.9,1517.95,2.49,0.2,621.88,460.92
20.05.2005,1243.17,1491.46,463.7,85.69,249.52,701.51,696.72,168.72,776.65,745.31,251.63,1526.07,2.52,0.2,608.94,450.87
23.05.2005,1241.86,1484.05,468.1,87.13,252.25,709.26,703.38,168.75,780.54,742.54,250.52,1522.87,2.52,0.2,614.81,460.86
24.05.2005,1258.78,1504.65,469.32,86.8,252.77,708.95,700.89,167.62,777.55,743.52,247.89,1509.2,2.54,0.2,612.49,455.67
25.05.2005,1257.98,1503.65,465.29,86.56,252.28,707.55,699.12,167.72,785.93,751.81,249.01,1501.27,2.5,0.2,613.67,456.12
26.05.2005,1267.41,1509.56,466.16,86.5,251.06,707.77,698.33,167.02,788.05,756.72,252.33,1514.77,2.52,0.2,608.41,450.05
