,VW,VW_PREF,spread,spread_rolling_mean,spread_rolling_std,spread_rolling_z_score,Trade,Returns
2118,180.373,194.097,-0.07070691458394524,-0.08882061957195976,0.010071931070578783,1.7984341692852372,0.0,0.0
2119,175.761,191.193,-0.08071425209081931,-0.08766615805157639,0.009575196847069511,0.7260326938223427,0.0,0.0
2120,181.496,195.58,-0.07201145311381534,-0.08556054997814992,0.007941909395152862,1.7060251118709469,0.0,0.0
2121,185.322,198.671,-0.06719148743399887,-0.08417050974407997,0.008609129285198858,1.972211329114557,0.0,0.0
2122,187.158,199.145,-0.060192322177308105,-0.0828076513667615,0.010092412846146263,2.2408248190212463,0.0,0.0
2123,188.605,200.994,-0.06163865588027508,-0.08174473772804326,0.011146870779893611,1.803742255991244,1.0,0.0016125730797320707
2124,194.459,207.709,-0.06379116937638715,-0.08078507788307145,0.011839223020268061,1.4353905216239031,1.0,0.003304925268871991
2125,195.271,207.595,-0.05936559165683187,-0.0798129534089225,0.012771601282280788,1.6010022001281177,1.0,-0.004707168338620893
2126,197.942,211.786,-0.06536787134182616,-0.07902964340979349,0.013167064099136077,1.037571623036582,1.0,0.006694495769206072
2127,197.046,208.799,-0.056288583757585116,-0.07725881378781084,0.013741657516054323,1.526033522937556,1.0,-0.009556697979859832
2128,189.76,202.224,-0.06163462299232534,-0.07581931479024764,0.013797719226325186,1.0280461259755742,1.0,0.006906254051567813
2129,189.619,200.786,-0.055616427440160175,-0.07386176727736074,0.01374514610047602,1.3274023938216775,1.0,-0.006367330127787341
2130,187.571,197.967,-0.052513802805518164,-0.07221915177262107,0.01425163645284203,1.3826727219928006,1.0,-0.003121291311189576
2131,184.042,196.961,-0.06559166535507034,-0.07080745222013811,0.013369837048495767,0.3901159637285626,1.0,0.014093315907236476
2132,183.522,196.359,-0.06537515469115251,-0.06939187570866545,0.012273788377650731,0.3272600841665936,1.0,-0.00022299488497465065
2133,184.241,197.841,-0.06874207065269582,-0.06833318380897765,0.011283526626430035,-0.03623750421791034,1.0,0.003644903152138077
2134,183.067,198.028,-0.07554992223321946,-0.06731402271339383,0.009427259482402124,-0.8736260559285118,0.0,0.0
2135,180.748,196.658,-0.0809018702519094,-0.06683231639694795,0.008364460899186382,-1.6820634377440875,0.0,0.0
2136,180.631,195.596,-0.0765097445755537,-0.06670748826982398,0.00819002873009196,-1.1968524932902973,0.0,0.0
2137,178.579,192.809,-0.0738036087527034,-0.06667535955815503,0.008159275400970365,-0.8736375283644223,0.0,0.0
2138,187.731,200.929,-0.06568489366890796,-0.06642425851240316,0.008105775323664795,0.09121457405026048,0.0,0.0
2139,190.205,203.238,-0.06412678731339605,-0.065594885273532,0.0073830728747689,0.1988464674584291,0.0,0.0
2140,193.559,206.378,-0.06211417883689148,-0.0651000215596858,0.007261037728329425,0.4112143242480151,0.0,0.0
2141,193.916,207.909,-0.0673034837356728,-0.0651056213747695,0.007262778567358848,-0.3026200428003091,0.0,0.0
2142,195.149,209.986,-0.07065709142514258,-0.06562885983716124,0.007267135245303823,-0.6919138585222682,0.0,0.0
2143,196.031,211.913,-0.07494585041974774,-0.06629421956413487,0.007488392257249195,-1.1553388976435632,0.0,0.0
2144,197.204,211.79,-0.06887010718164212,-0.06654816645439761,0.0074851590345737275,-0.3102059310322645,0.0,0.0
2145,197.521,211.722,-0.06707380432831742,-0.06693357708797189,0.0072918144338155865,-0.01923077467457592,0.0,0.0
2146,201.43,215.35,-0.06463895983283022,-0.06689713151252208,0.007301866615251285,0.3092595083803991,0.0,0.0
